"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-03-15 13:11:07 CET","Sturgeon, Swinney, Murrell and the rest of the SNP have abused their power to cover up the truth. Will you let them away with it in May? Use your party vote for the Scottish Conservatives and let’s stop an SNP majority together.",787,190,272,"https://www.facebook.com/136308776480/posts/10157820604811481"
"Scottish Green Party","ScottishGreens","2021-03-15 13:09:01 CET","The UK is still not complying with an international agreement it signed up to over 8 years ago to prevent violence against women and girls. This is not good enough. It must be prioritised and implemented in full.",81,5,21,"https://www.facebook.com/17999726169/posts/10159146782361170"
"Scottish Liberal Democrats","ScotLibDems","2021-03-15 13:05:52 CET","Scottish Liberal Democrats will put recovery first. These are unprecedented new resources and guarantees that will help education to bounce back and help every child achieve their potential",4,0,2,"https://www.facebook.com/397986050296687/posts/3832756110152980"
"Scottish Liberal Democrats","ScotLibDems","2021-03-15 13:05:05 CET","Scottish Liberal Democrats have launched their Education Bounce Back Plan which also includes a legal right for families to both defer P1 and have it replaced with early learning and childcare 🙂",8,1,22,"https://www.facebook.com/397986050296687/posts/3833365400092051"
"Scottish Labour Party","ScottishLabourParty","2021-03-15 11:32:55 CET","Live: Anas Sarwar speech on National Recovery",104,86,90,"https://www.facebook.com/310039442421596/posts/5228522260522521"
"Scottish Labour Party","ScottishLabourParty","2021-03-15 10:44:31 CET","Join us at 10:30 as we livestream Anas Sarwar's first major speech as Scottish Labour leader. 🌹",27,4,10,"https://www.facebook.com/310039442421596/posts/3910903845668453"
"Scottish Liberal Democrats","ScotLibDems","2021-03-15 10:30:30 CET","Our Education Bounce Back plan is designed to make every hour spent in school count for more 🙂",8,1,10,"https://www.facebook.com/397986050296687/posts/3833369576758300"
"Scottish Green Party","ScottishGreens","2021-03-15 10:11:09 CET","Trident has no placed in Scotland. It is time to build a fairer, greener and independent Scotland without nuclear weapons. #BairnsNotBombs https://greens.scot/nuclear-free-scotland",240,65,51,"https://www.facebook.com/17999726169/posts/10159146571971170"
"Scottish Conservatives","ScottishConservatives","2021-03-15 09:05:15 CET","While the SNP’s top priority is indyref2, our relentless focus is on rebuilding Scotland. Today we have unveiled a new proposal for £500 ‘Retrain to Rebuild’ accounts to help people progress their career and get back into work. Let’s kick start a skills revolution. #SCC21",439,90,36,"https://www.facebook.com/136308776480/posts/10157820301236481"
"Scottish Conservatives","ScottishConservatives","2021-03-14 22:16:56 CET","The SNP's Hate Crime Bill is extreme and dangerous. It risks criminalising what people can say in their own homes, around their own dinner table. We are the only party with a manifesto pledge to repeal it. Labour won't get rid of it - they helped Humza Yousaf pass it.",1406,210,284,"https://www.facebook.com/136308776480/posts/10157819528216481"
"Scottish Green Party","ScottishGreens","2021-03-14 20:22:04 CET","If Westminster passes the Police, Crime, Sentencing and Courts Bill this week then it will have a serious impact on the ability of people in England and Wales to protest and organise. We hope that is is rejected, and that we do not ever see calls for similar restrictions in Scotland.",172,39,44,"https://www.facebook.com/17999726169/posts/10159145462936170"
"Scottish Conservatives","ScottishConservatives","2021-03-14 19:18:49 CET","Today it's emerged that Nicola Sturgeon was told about sexual harassment claims against SNP MP Patrick Grady THREE YEARS AGO. She must have forgotten that one too. Sturgeon misled the Scottish Parliament about meetings with Alex Salmond, now she's hidden what she knew about this. The SNP have covered allegations up and protected Patrick Grady, just like they hid what really happened with Alex Salmond.",942,480,388,"https://www.facebook.com/136308776480/posts/10157819261221481"
"Scottish Liberal Democrats","ScotLibDems","2021-03-14 18:30:35 CET","The answer isn't to make children sit at desks for longer. Instead, our Education Bounce Back plan will make every hour learning in school count for more 🙂",12,0,9,"https://www.facebook.com/397986050296687/posts/3833406636754594"
"Scottish Conservatives","ScottishConservatives","2021-03-14 17:03:45 CET","🇬🇧 Rishi Sunak on the United Kingdom at its best. 🏴󠁧󠁢󠁳󠁣󠁴󠁿More than one million Scottish jobs protected by the world-leading UK furlough scheme. 👉While the SNP obsess about another referendum, we're focussed on rebuilding Scotland. #SCC21",591,150,64,"https://www.facebook.com/136308776480/posts/10157819008486481"
"Scottish Green Party","ScottishGreens","2021-03-14 15:35:24 CET","There can be no justification for the appalling scenes we saw last night at the memorial in Clapham Common. The Metropolitan Police are trying to blame women for their totally inappropriate response. They have failed on every level.",199,136,12,"https://www.facebook.com/17999726169/posts/10159144737111170"
"Scottish Liberal Democrats","ScotLibDems","2021-03-14 15:30:30 CET","Scottish Liberal Democrats will put recovery first. These are unprecedented new resources and guarantees that will help education to bounce back and help every child achieve their potential 🙂",11,0,9,"https://www.facebook.com/397986050296687/posts/3833383103423614"
"Scottish National Party (SNP)","theSNP","2021-03-14 15:03:00 CET","📢 Since 2007 every home in Scotland has benefited in some way from SNP government policies. 👶🏻 One of our proudest achievements has been Scotland's Baby Box, that has been used by more than 131,000 families. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let’s keep #DeliveringforScotland: https://www.snp.org/record/",1523,1219,409,"https://www.facebook.com/77249349077/posts/10159317006644078"
"Scottish Conservatives","ScottishConservatives","2021-03-14 14:37:04 CET","The SNP arrogantly think they’re untouchable. We need to focus on rebuilding Scotland, not another divisive referendum. #SCC21",538,221,59,"https://www.facebook.com/136308776480/posts/10157818709161481"
"Scottish Liberal Democrats","ScotLibDems","2021-03-14 13:35:18 CET","Scottish Liberal Democrats will put recovery first. These are unprecedented new resources and guarantees that will help education to bounce back and help every child achieve their potential. Instead of a government that is distracted you can have one that is putting all its energies into the challenges people are facing day in day out. With my Liberal Democrats there is a chance for change. Willie Rennie",10,0,5,"https://www.facebook.com/397986050296687/posts/3832445043517420"
"Scottish Labour Party","ScottishLabourParty","2021-03-14 12:48:31 CET","The SNP and Tories want to take us back to the old arguments. Instead, we will focus on bringing our country together and challenging the structural inequalities that exist in our society.",95,28,20,"https://www.facebook.com/310039442421596/posts/3908583182567186"
"Scottish Conservatives","ScottishConservatives","2021-03-14 12:43:08 CET","🚨 NEW POLICY: Our Victims Law will now include Suzanne's Law - to stop murderers from causing more pain to grieving families by not revealing the location of their victim’s body. 👉We are the only party who would end the SNP's soft-touch justice system and put VICTIMS FIRST. Read more about our Victims Law here: https://bit.ly/3lj8npB.:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/02/Victims.Law_.pdf",397,52,34,"https://www.facebook.com/136308776480/posts/10157818546416481"
"Scottish National Party (SNP)","theSNP","2021-03-14 12:33:00 CET","💛 We've extended free personal and nursing care to everyone who needs it. 🤝 And we're delivering the best deal for carers - last year, we provided eligible carers with extra £690.30 compared to south of the border. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1149,903,516,"https://www.facebook.com/77249349077/posts/10159317006089078"
"Scottish Labour Party","ScottishLabourParty","2021-03-14 10:33:50 CET","“The damage done by SNP cuts can be seen across Scotland as potholes go unfilled, bins go unemptied and whole swathes of our towns, villages and cities go without new investment” Pauline McNeill MSP",102,362,93,"https://www.facebook.com/310039442421596/posts/3908366552588849"
"Scottish Labour Party","ScottishLabourParty","2021-03-14 10:26:49 CET","“I want to start in my home, stand in the heart of my ­community and persuade the people who live around me that they can believe in Labour again – that we can have a functioning party again.” Anas Sarwar https://www.msn.com/en-gb/news/newsscotland/scottish-labour-leader-anas-sarwar-to-stand-against-nicola-sturgeon-in-her-own-constituency/ar-BB1eyGW8?ocid=BingNewsSearch",64,79,12,"https://www.facebook.com/310039442421596/posts/3908355492589955"
"Scottish Conservatives","ScottishConservatives","2021-03-14 09:12:08 CET","Backed by Labour and Green votes, the SNP’s dangerous Hate Crime Bill will become law. But with your party vote (on the peach ballot paper) in May's election, the Scottish Conservatives will push to repeal it. We have just this minute announced a manifesto pledge to get rid of the Hate Crime Bill’s outrageous attacks on free speech and women's rights. Only the Scottish Conservatives opposed Humza Yousaf’s Bill from the start. We voted it down while Labour and the Greens helped the SNP pass it. Now we’re the only major party pledging to repeal it – and your party vote on the peach ballot paper will help us do it. #SCC21",1985,574,338,"https://www.facebook.com/136308776480/posts/10157818241101481"
"Scottish Conservatives","ScottishConservatives","2021-03-13 20:31:40 CET","We're fighting for Scotland's future in this May's election - and the battle to stop an SNP majority is under way. If the pro-UK vote splits, the SNP will get in and seek another referendum. But if we all stick together and use our party list votes for the biggest opposition party - the Scottish Conservatives - we can stop an SNP majority again, just like we did in 2016.",1352,340,123,"https://www.facebook.com/136308776480/posts/10157817153481481"
"Scottish Green Party","ScottishGreens","2021-03-13 17:09:00 CET","It's time to abolish the monarchy and build an independent and progressive Scottish Republic. Vote for the Scottish Greens. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",321,68,38,"https://www.facebook.com/17999726169/posts/10159139607056170"
"Scottish National Party (SNP)","theSNP","2021-03-13 16:59:25 CET","📊 One recent poll had the SNP on 64 seats, while another on the same day had the SNP on 71 - the difference between a minority and a majority. 🔎 As Prof Curtice says - it’s difficult to poll this election. 🗳 Don’t leave it to chance. Make it #BothVotesSNP on May 6.",2059,1285,1061,"https://www.facebook.com/77249349077/posts/10159327001634078"
"Scottish Conservatives","ScottishConservatives","2021-03-13 16:59:06 CET","Something in Scotland has changed. The SNP bandwagon is now backfiring. Ruth Davidson on how to use your party vote to stop an SNP majority.👇 #SCC21",1243,367,183,"https://www.facebook.com/136308776480/posts/10157816754016481"
"Scottish National Party (SNP)","theSNP","2021-03-13 15:03:00 CET","🏡 We're funding a national council tax freeze, while a majority of people will continue paying less tax than they would south of the border. 💷 Taxpayers in Scotland get the fairest deal anywhere in the UK. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Here's how we're #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1238,696,431,"https://www.facebook.com/77249349077/posts/10159317005274078"
"Scottish Green Party","ScottishGreens","2021-03-13 13:16:49 CET","""Scotland has the potential to be a rewilding nation, but for that to happen protected areas need to mean more than lines on a map."" - Scottish Greens MSP Alison Johnstone writing for the National 💚",86,3,8,"https://www.facebook.com/17999726169/posts/10159139615276170"
"Scottish National Party (SNP)","theSNP","2021-03-13 12:33:00 CET","🧒 We’re working hard to ensure that no child grows up in poverty. 💛 That's why we introduced the Scottish Child Payment - the only benefit of its kind in the UK, hailed as ""game-changing"" by charities. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1238,708,424,"https://www.facebook.com/77249349077/posts/10159317004424078"
"Scottish Conservatives","ScottishConservatives","2021-03-13 12:30:23 CET","In a speech today, Ruth Davidson will say: ""No matter who you vote for in your own constituency – and I want as many people are possible to vote for their local Conservative candidate – if you want to stop that SNP majority, you must cast your ‘party vote’ on the peach-coloured ballot paper for the Scottish Conservative and Unionist Party."" Tune in at 3pm today to hear more from Ruth: bit.ly/3cvMYWc:=:https://conference.scottishconservatives.com/. #SCC21",1572,429,157,"https://www.facebook.com/136308776480/posts/10157816277696481"
"Scottish Conservatives","ScottishConservatives","2021-03-13 09:17:02 CET","We want to restore the number of police officers out on the frontline and make local communities safer. Under the SNP, violent crime has been on the rise in each of the last five years. At Scottish Conservative conference this weekend, we will announce a Local Policing Act to put bobbies back on the beat and give local communities more of a say in police decision-making. #SCC21",728,124,54,"https://www.facebook.com/136308776480/posts/10157816037471481"
"Scottish Green Party","ScottishGreens","2021-03-13 09:13:00 CET","🚨The Scottish election is less than 8 weeks away!🚨 🗳️ Make sure that you are registered to vote: https://gov.uk/register-to-vote:=:https://www.gov.uk/register-to-vote ✉️ Apply for a postal vote today: https://gov.uk/government/publications/apply-for-a-postal-vote:=:https://www.gov.uk/government/publications/apply-for-a-postal-vote Vote for the Scottish Greens!🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",22,1,12,"https://www.facebook.com/17999726169/posts/10159139610626170"
"Scottish Conservatives","ScottishConservatives","2021-03-12 20:13:39 CET","More than 10,000 people have now joined our campaign calling on Nicola Sturgeon to resign for misleading Parliament and breaking the Ministerial Code. Help us pile the pressure on ahead of the Vote of No Confidence in Nicola Sturgeon. Sign up now > https://bit.ly/3tcI875:=:https://action.scottishconservatives.com/resignsturgeon/",1745,1101,170,"https://www.facebook.com/136308776480/posts/10157814744901481"
"Scottish National Party (SNP)","theSNP","2021-03-12 19:13:51 CET","🚨 Boris Johnson’s Tories are using Brexit to rip up devolution. 📣 Even the Welsh Labour FM called it an “enormous power grab.” ✋ Make it #BothVotesSNP on May 6 to say: hands off Scotland’s powers.",3751,1935,3421,"https://www.facebook.com/77249349077/posts/10159324884914078"
